id	isolate	aliases	country	continent	region	town_or_city	year	month	isolation_date	received_date	age_yr	age_mth	sex	disease	source	epidemiology	species	penner	bioproject_accession	biosample_accession	NCBI_assembly_accession	ENA_run_accession	private_project	comments	sender	curator	date_entered	datestamp	ST (MLST)	clonal_complex (MLST)
181	p56	ATCC43488	Israel	Asia										gastroenteritis	human stool	sporadic case	Campylobacter coli	56							2	3	2001-02-12	2009-07-13	138	ST-828 complex
182	p59	ATCC43489	Unknown											carrier	pig	carrier	Campylobacter jejuni	59							2	1	2001-02-12	2001-02-12	139	
183	GB4		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	37							2	1	2001-02-12	2001-07-09	147	
184	GB11		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-07-09	148	ST-21 complex
185	GB28		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-07-09	149	ST-22 complex
186	p46	ATCC43482	Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	46							2	1	2001-02-12	2001-02-12	150	
187	p49	ATCC43485	USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	49							2	1	2001-02-12	2001-02-12	151	
188	79371		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	152	ST-179 complex
189	79372		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	153	ST-179 complex
190	1439		New Zealand	Oceania			1993							carrier	chicken	carrier	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	154	
191	ps15		Unknown														Campylobacter jejuni	15							2	1	2001-02-12	2001-02-12	155	ST-658 complex
192	ps50		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	1	2001-02-12	2001-05-18	61	ST-61 complex
193	330		UK [England]	Europe		Gateshead	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	157	ST-21 complex
194	p35	ATCC43455	USA	North America		Chicago [IL]								carrier	marmoset	carrier	Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	158	
195	2018		UK [England]	Europe		Poole	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	61	ST-61 complex
196	1739		UK [England]	Europe		Blackpool	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	61	ST-61 complex
197	2019		UK [England]	Europe		Poole	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	61	ST-61 complex
198	2037		UK [England]	Europe		Bath	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	61	ST-61 complex
199	1827		UK [England]	Europe		Southampton	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	159	ST-61 complex
200	315		UK [England]	Europe		London	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	160	ST-206 complex
201	1932		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	140	
202	2269		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
203	2272		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	141	ST-21 complex
204	2325		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	142	ST-48 complex
205	2457		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
206	2817		UK [Scotland]	Europe		Aberdeen	1991								potable/drinking water		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	50	ST-21 complex
207	3281		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
208	79261		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	143	ST-177 complex
209	79308		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	144	ST-177 complex
210	87012		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	145	
211	87034		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	146	ST-45 complex
212	2924		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	4,13,50							2	1	2001-02-12	2001-02-12	45	ST-45 complex
213	3550		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	164	ST-21 complex
214	1953		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	165	ST-21 complex
215	2692		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	13	ST-21 complex
216	79091		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	166	
217	79348		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	4,16,50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
218	2529		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	167	ST-21 complex
219	2897		UK [Scotland]	Europe	Fife		1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9,37							2	34	2001-02-12	2019-11-21	168	ST-45 complex
220	2844		UK [England]	Europe		Newcastle	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	169	ST-21 complex
221	2987		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	110	ST-21 complex
222	3108		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	171	ST-45 complex
223	2320		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	172	ST-52 complex
224	3052		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	4,16,50							2	1	2001-02-12	2001-02-12	173	ST-45 complex
225	2951		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	174	ST-48 complex
226	78965		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	175	ST-682 complex
227	78970		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	24							2	1	2001-02-12	2001-02-12	176	ST-682 complex
228	79309		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-12-18	177	ST-177 complex
229	87060		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	178	ST-658 complex
230	78972		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	179	ST-179 complex
231	GB3		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	19,24							2	1	2001-02-12	2001-07-09	22	ST-22 complex
232	GB5		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	4,64							2	1	2001-02-12	2001-07-09	185	ST-21 complex
233	GB19		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-07-09	61	ST-61 complex
234	GB26		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	1,44							2	1	2001-02-12	2001-07-09	186	ST-21 complex
235	MF8		The Netherlands	Europe										Miller Fisher Syndrome	human stool	sporadic case	Campylobacter jejuni	23,36							2	1	2001-02-12	2001-07-09	42	ST-42 complex
236	p51	ATCC43486	Unknown														Campylobacter coli	51							2	20	2001-02-12	2009-07-13	57	ST-828 complex
237	3846		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	193	ST-21 complex
238	79351		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	4,13,50							2	1	2001-02-12	2001-02-12	194	ST-48 complex
239	1612		UK [England]	Europe		Durham	1993							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	195	ST-61 complex
240	79195		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	55							2	1	2001-02-12	2001-02-12	196	ST-177 complex
241	79196		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-12-18	177	ST-177 complex
242	79310		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	198	ST-177 complex
243	87024		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	55							2	1	2001-02-12	2001-02-12	180	ST-45 complex
244	1938		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	181	
245	87040		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	182	ST-1275 complex
246	87025		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	53							2	1	2001-02-12	2001-02-12	183	
247	3018		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	184	ST-21 complex
248	2239		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-02-12	191	
249	3484		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	187	ST-21 complex
250	3546		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	189	ST-45 complex
251	3742		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	192	
252	3775		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	188	ST-21 complex
253	3763		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
254	3784		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	190	ST-21 complex
255	3786		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
256	78971		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	199	
257	78968		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	200	
258	79177		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	8,17							2	1	2001-02-12	2001-02-12	201	ST-21 complex
259	3179		UK [Wales]	Europe		Rhyl	1994							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	202	ST-573 complex
260	78967		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	15							2	1	2001-02-12	2001-02-12	203	ST-45 complex
261	1982		UK [England]	Europe		Manchester	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11,31							2	1	2001-02-12	2001-02-12	17	ST-257 complex
262	2547		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
263	2686		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	19							2	1	2001-02-12	2001-02-12	204	ST-22 complex
264	2267		UK [England]	Europe		Liverpool	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	17	ST-257 complex
265	2455		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
266	2309		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	22	ST-22 complex
267	2958		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	205	ST-48 complex
268	3027		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,13,50							2	1	2001-02-12	2001-02-12	205	ST-48 complex
269	2666		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
270	2323		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13,16,50							2	1	2001-02-12	2001-02-12	207	ST-48 complex
271	2155		UK [Wales]	Europe		Rhyl	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13,50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
272	3277		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	75	ST-21 complex
273	87039		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	219	ST-61 complex
274	87035		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	208	ST-682 complex
275	87038		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	209	ST-1275 complex
276	3766		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13,16,50							2	1	2001-02-12	2001-02-12	210	ST-206 complex
277	2549		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	211	ST-21 complex
278	2640		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	212	ST-21 complex
279	3144		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-02-12	213	ST-48 complex
280	3666		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
281	D2579		USA	North America										carrier	chicken	carrier	Campylobacter jejuni								7	2	2001-08-02	2001-08-02	40	ST-607 complex
282	79352		UK [Scotland]	Europe		Aberdeen	1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	8,17							2	1	2001-02-12	2001-02-12	214	
283	1384		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	48	ST-48 complex
284	3290		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	19	ST-21 complex
285	78966		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	215	ST-682 complex
286	3834		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	1	2001-02-12	2001-02-12	216	ST-283 complex
287	79262		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	217	
288	79046		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	220	ST-179 complex
289	3127		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	218	ST-206 complex
290	2689		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	104	ST-21 complex
291	2295		UK [England]	Europe		Cambridge	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	221	ST-206 complex
292	2342		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	17							2	1	2001-02-12	2001-02-12	221	ST-206 complex
293	2665		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	222	ST-206 complex
294	3820		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
295	2437		UK [England]	Europe		Birmingham	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	221	ST-206 complex
296	3075		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
297	2835		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
298	3152		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	37							2	1	2001-02-12	2001-02-12	223	ST-443 complex
299	3208		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	7							2	1	2001-02-12	2001-02-12	224	
300	3210		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	225	ST-21 complex
301	3214		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	31							2	1	2001-02-12	2001-02-12	226	
302	3215		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	19	ST-21 complex
303	3758		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	16,16,50							2	1	2001-02-12	2001-02-12	227	ST-206 complex
304	3771		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	45							2	1	2001-02-12	2001-02-12	228	ST-283 complex
305	3772		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	229	ST-206 complex
306	3838		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	230	ST-45 complex
307	2085		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	231	ST-206 complex
308	2510		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	232	ST-206 complex
309	3217		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	27							2	1	2001-02-12	2001-02-12	233	ST-45 complex
310	3687		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	48	ST-48 complex
311	3747		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	227	ST-206 complex
312	3900		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	234	ST-607 complex
313	3905		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	235	ST-283 complex
314	3908		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	236	ST-48 complex
315	2678		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	1	2001-02-12	2001-02-12	237	ST-45 complex
316	2509		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
317	2599		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	238	ST-21 complex
318	2635		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	239	ST-21 complex
319	2539		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	38							2	1	2001-02-12	2001-02-12	240	
320	2658		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	241	ST-45 complex
321	3140		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	27							2	1	2001-02-12	2001-02-12	242	ST-45 complex
322	2643		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	37							2	1	2001-02-12	2001-02-12	51	ST-443 complex
323	3156		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	55							2	1	2001-02-12	2001-02-12	233	ST-45 complex
324	3203		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	1	2001-02-12	2001-02-12	243	ST-45 complex
325	3821		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	244	ST-283 complex
326	3842		UK [England]	Europe		Hereford	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	245	ST-52 complex
327	3129		UK [Scotland]	Europe	Dumfries and Galloway		1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	246	ST-206 complex
328	3205		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	247	ST-283 complex
329	3750		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	27							2	1	2001-02-12	2001-02-12	248	ST-658 complex
330	3756		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	249	ST-21 complex
331	3904		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	1	2001-02-12	2001-02-12	250	ST-283 complex
332	3185		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	1	2001-02-12	2002-04-04	612	ST-49 complex
333	3743		UK [England]	Europe		Hereford	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	252	ST-21 complex
334	3790		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	1	2001-02-12	2001-02-12	253	ST-45 complex
335	3899		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	1	2001-02-12	2001-02-12	254	ST-49 complex
336	3146		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-02-12	255	ST-206 complex
337	2901		UK [Wales]	Europe		Rhyl	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
338	2182		UK [England]	Europe		Gateshead	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	256	ST-257 complex
339	2271		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	257	ST-257 complex
340	2634		UK [England]	Europe		Liverpool	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
341	1962		UK [Scotland]	Europe		Edinburgh	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
342	2176		UK [England]	Europe		Hereford	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
343	2394		UK [England]	Europe		Gateshead	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	258	
344	2196		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	259	ST-21 complex
345	2971		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	16,50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
346	2429		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13,16,50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
347	2727		UK [Scotland]	Europe	Dumfries and Galloway		1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-02-12	61	ST-61 complex
348	2270		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	47	ST-21 complex
349	D5494		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							7	2	2001-08-02	2001-08-02	95	ST-48 complex
350	2952		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,13							2	1	2001-02-12	2001-02-12	227	ST-206 complex
351	3149		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
352	3240		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,13,50							2	1	2001-02-12	2001-02-12	38	ST-48 complex
353	2302		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	205	ST-48 complex
354	2358		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	47	ST-21 complex
355	3125		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	48	ST-48 complex
