id	isolate	aliases	country	continent	region	town_or_city	year	month	isolation_date	received_date	age_yr	age_mth	sex	disease	source	epidemiology	species	penner	bioproject_accession	biosample_accession	NCBI_assembly_accession	ENA_run_accession	private_project	comments	sender	curator	date_entered	datestamp	ST (MLST)	clonal_complex (MLST)
843	99/406222		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	8							3	20	2001-03-20	2019-06-19	50	ST-21 complex
844	99/401854		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-03-20	2019-06-19	233	ST-45 complex
845	99/403977		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-03-20	2019-06-19	25	ST-45 complex
846	99/405920		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-03-20	2019-06-19	448	
847	99/409878		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-03-20	2019-06-19	449	ST-581 complex
848	99/410796		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-03-20	2019-06-19	50	ST-21 complex
849	402802		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	12							3	20	2001-03-28	2019-06-19	45	ST-45 complex
850	2737/91		UK	Europe			1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	53							3	20	2001-03-28	2019-06-19	450	ST-446 complex
851	MB97/17839		UK	Europe			1997							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	7							3	20	2001-03-28	2019-06-19	45	ST-45 complex
852	99/405566		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	3							3	20	2001-04-19	2019-06-19	82	ST-353 complex
853	99/411956		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	37							3	20	2001-04-19	2019-06-19	84	ST-443 complex
854	99/407212		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	57							3	20	2001-04-19	2019-06-19	441	
855	99/409266		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	57							3	20	2001-04-19	2019-06-19	45	ST-45 complex
856	97/405533		UK	Europe			1997							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	7							3	20	2001-04-19	2019-06-19	45	ST-45 complex
857	98/407286		UK	Europe			1998							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	7							3	20	2001-04-19	2019-06-19	447	ST-42 complex
858	99/406908		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	8							3	20	2001-04-19	2019-06-19	45	ST-45 complex
859	99/411048		UK	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	9							3	20	2001-04-19	2019-06-19	85	
860	85/16320		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-04-27	2019-06-19	613	ST-48 complex
861	83/14328		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-01	2019-06-19	104	ST-21 complex
862	83/14357		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	18							3	20	2001-05-01	2019-06-19	49	ST-49 complex
863	83/14359		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	9							3	20	2001-05-01	2019-06-19	393	ST-443 complex
864	83/14360		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-01	2019-06-19	38	ST-48 complex
865	83/15493		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	5							3	20	2001-05-01	2019-06-19	45	ST-45 complex
866	83/23529		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-01	2019-06-19	104	ST-21 complex
867	83/23530		UK	Europe			1983							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-01	2019-06-19	104	ST-21 complex
868	84/14329		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2001-05-01	2019-06-19	21	ST-21 complex
869	84/23383		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2001-05-01	2019-06-19	53	ST-21 complex
870	84/23384		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-01	2019-06-19	613	ST-48 complex
871	84/23386		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2001-05-01	2019-06-19	43	ST-21 complex
872	84/23390		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	NT							3	20	2001-05-01	2019-06-19	354	ST-354 complex
873	84/23391		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2005-02-01	2019-06-19	1	ST-21 complex
874	84/627		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	104	ST-21 complex
875	85/12160		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	613	ST-48 complex
876	85/14443		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	43							3	20	2001-05-02	2019-06-19	227	ST-206 complex
877	85/19007		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	613	ST-48 complex
878	85/4758		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	6	
879	85/7728		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	613	ST-48 complex
880	85/7729		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	NT							3	20	2001-05-02	2019-06-19	8	ST-21 complex
881	85/7730		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	38							3	20	2001-05-02	2019-06-19	38	ST-48 complex
882	85/7731		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-05-02	2019-06-19	227	ST-206 complex
883	87/1301		UK	Europe			1987							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	53							3	20	2001-05-02	2019-06-19	354	ST-354 complex
884	87/1916		UK	Europe			1987							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	23							3	20	2001-05-02	2019-06-19	353	ST-353 complex
885	88/2035		UK	Europe			1988							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	19							3	20	2001-05-02	2019-06-19	22	ST-22 complex
886	89/4422		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	15							3	20	2001-05-02	2019-06-19	45	ST-45 complex
887	89/5679		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2001-05-02	2019-06-19	19	ST-21 complex
888	89/5821		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	5							3	20	2001-05-02	2019-06-19	52	ST-52 complex
889	90/4818		UK	Europe			1990							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	18							3	20	2001-05-02	2019-06-19	49	ST-49 complex
890	90/6978		UK	Europe			1990							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	1							3	20	2001-05-02	2019-06-19	50	ST-21 complex
891	90/7543		UK	Europe			1990							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	1							3	20	2001-05-02	2019-06-19	44	ST-21 complex
892	90/8734		UK	Europe			1990							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	11							3	20	2001-05-02	2019-06-19	22	ST-22 complex
893	92/20627		UK	Europe			1992							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	41							3	20	2001-05-02	2019-06-19	10	ST-433 complex
894	D0140		Japan	Asia											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	451	ST-21 complex
895	D1713		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	452	ST-353 complex
896	D2577		UK [Scotland]	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	48	ST-48 complex
897	D2584		USA	North America										systemic disease	human blood culture	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	454	ST-21 complex
898	D2761		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	454	ST-21 complex
899	D0597		USA	North America											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	452	ST-353 complex
900	D2583		USA	North America										systemic disease	human blood culture	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	45	ST-45 complex
901	D0116		Japan	Asia										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	456	ST-21 complex
902	D0983		USA	North America										carrier	chicken	carrier	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	457	ST-353 complex
903	D0712		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	2	2001-05-03	2001-10-12	429	ST-48 complex
904	D0603		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	429	ST-48 complex
905	D2585		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	459	ST-42 complex
906	D0113		Japan	Asia											human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	460	ST-460 complex
907	D1420		USA	North America										carrier	chicken	carrier	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	461	ST-460 complex
908	D0977		USA	North America										carrier	chicken	carrier	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	429	ST-48 complex
909	D0835		USA	North America										carrier	chicken	carrier	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	429	ST-48 complex
910	D2600		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	452	ST-353 complex
911	D1916		USA	North America											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	429	ST-48 complex
912	D2737		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	462	ST-353 complex
913	D2578		USA	North America										systemic disease	human blood culture	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	463	ST-443 complex
914	D0139		Japan	Asia											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	464	ST-464 complex
915	D2588		Belgium	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	2	ST-45 complex
916	D0131		Canada	North America											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	418	ST-45 complex
917	D2581		USA	North America										systemic disease	human blood culture	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	467	ST-49 complex
918	D0117		USA	North America											human stool		Campylobacter jejuni								7	20	2001-05-03	2019-06-19	468	
919	D1887		USA	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	469	ST-42 complex
920	D0462		USA	North America										carrier	wild bird	carrier	Campylobacter jejuni								7	20	2001-05-03	2019-06-19	470	ST-177 complex
921	84/23387		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	3							3	20	2001-06-13	2019-06-19	12	ST-353 complex
922	85/4759		UK	Europe			1985							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	43							3	20	2001-06-13	2019-06-19	227	ST-206 complex
923	89/4533		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	2							3	20	2001-06-13	2019-06-19	21	ST-21 complex
924	89/5820		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	11							3	20	2001-06-13	2019-06-19	262	ST-21 complex
925	91/15730		UK	Europe			1991							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	17							3	20	2001-06-13	2019-06-19	403	ST-403 complex
926	82/11209		UK	Europe			1982							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	10							3	20	2001-06-22	2019-06-19	47	ST-21 complex
927	82/12008		UK	Europe			1982							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	46							3	20	2001-06-22	2019-06-19	27	ST-362 complex
928	89/4535		UK	Europe			1989							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	NT							3	20	2001-06-22	2019-06-19	53	ST-21 complex
929	84/23389		UK	Europe			1984							systemic disease	human blood culture	hospital inpatient	Campylobacter jejuni	4							3	20	2001-06-22	2019-06-19	48	ST-48 complex
930	9922296		Australia	Oceania										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-07-04	2019-06-19	66	ST-48 complex
931	4229		Australia	Oceania										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-07-04	2019-06-19	21	ST-21 complex
932	159		Australia	Oceania										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-07-04	2019-06-19	70	ST-52 complex
933	9918657		Australia	Oceania										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-07-04	2019-06-19	66	ST-48 complex
934	99/96		Denmark	Europe			1998							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	475	ST-48 complex
935	88 139		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	476	ST-48 complex
936	88 34		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	477	ST-61 complex
937	88 3		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	478	ST-61 complex
938	88 5		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	479	ST-61 complex
939	88 6		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	480	ST-61 complex
940	93 564		UK	Europe			1993							carrier	ostrich	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	481	
941	88 312		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	482	ST-21 complex
942	99 373	CN030	The Netherlands	Europe			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	483	ST-45 complex
943	00 026		UK	Europe			2000							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	484	
944	00 036		UK	Europe			2000							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	485	
945	00 037		UK	Europe			2000							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	486	ST-21 complex
946	00 014		UK	Europe			2000							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	487	ST-21 complex
947	00 017		UK	Europe			2000							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	488	
948	94 006		UK	Europe			1994							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	489	ST-21 complex
949	00 038		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	490	ST-21 complex
950	00 052		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								9	20	2001-09-21	2019-06-19	491	ST-354 complex
951	6420		Australia	Oceania			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-09-27	2019-06-19	492	ST-48 complex
952	12632		Australia	Oceania			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-09-27	2019-06-19	493	
953	6866		Australia	Oceania			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								8	20	2001-09-27	2019-06-19	494	ST-61 complex
954	99/12		Czech Republic	Europe			1999							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	495	
955	99/15		Czech Republic	Europe										carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	496	ST-257 complex
956	99/258		South Africa	Africa			1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	497	ST-22 complex
957	EX2289		UK	Europe			1998								broiler environment	environmental isolate	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	498	ST-433 complex
958	99/69		Denmark	Europe			1997							carrier	chicken	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	499	ST-22 complex
959	89 116		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	500	ST-61 complex
960	88 138		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	501	ST-42 complex
961	88 26		UK	Europe			1988							carrier	cattle	carrier	Campylobacter jejuni								9	20	2001-10-02	2019-06-19	502	ST-21 complex
962	D0127		Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-10-12	2019-06-19	301	
963	D0143		Japan	Asia										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-10-12	2019-06-19	458	ST-22 complex
964	83/14360		UK	Europe			1983							gastroenteritis	human stool	hospital inpatient	Campylobacter jejuni	4							7	20	2001-05-01	2019-06-19	38	ST-48 complex
965	D2683		USA	North America										gastroenteritis	human stool	carrier	Campylobacter jejuni								7	20	2001-10-12	2019-06-19	503	
966	D2580		USA	North America										systemic disease	human blood culture	sporadic case	Campylobacter jejuni								7	20	2001-10-12	2019-06-19	504	ST-22 complex
967	D0144		Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni								7	20	2001-10-25	2019-06-19	455	ST-21 complex
968	400104		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	20	2001-11-20	2019-06-19	257	ST-257 complex
969	401183		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	14							2	20	2001-11-20	2019-06-19	52	ST-52 complex
970	401313		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	22							2	20	2001-11-20	2019-06-19	403	ST-403 complex
971	401377		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	20	2001-11-20	2019-06-19	257	ST-257 complex
972	401502		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	20	2001-11-20	2019-06-19	354	ST-354 complex
973	401594		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-20	2019-06-19	48	ST-48 complex
974	401725		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-20	2019-06-19	48	ST-48 complex
975	401923		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	20	2001-11-20	2019-06-19	21	ST-21 complex
976	402135		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-20	2019-06-19	206	ST-206 complex
977	402502		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-20	2019-06-19	505	ST-48 complex
978	402661		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-20	2019-06-19	506	ST-661 complex
979	402875		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	20	2001-11-20	2019-06-19	21	ST-21 complex
980	403077		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-20	2019-06-19	257	ST-257 complex
981	403237		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	44							2	20	2001-11-20	2019-06-19	507	ST-21 complex
982	403377		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	23							2	20	2001-11-20	2019-06-19	21	ST-21 complex
983	403510		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-20	2019-06-19	21	ST-21 complex
984	403765		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	60							2	20	2001-11-20	2019-06-19	11	ST-45 complex
985	404207		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	16							2	20	2001-11-20	2019-06-19	104	ST-21 complex
986	404297		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-20	2019-06-19	262	ST-21 complex
987	404437		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-20	2019-06-19	21	ST-21 complex
988	404784		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	12							2	20	2001-11-20	2019-06-19	45	ST-45 complex
989	404938		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-20	2019-06-19	61	ST-61 complex
990	405051		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	21							2	20	2001-11-20	2019-06-19	137	ST-45 complex
991	405459		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	12							2	20	2001-11-21	2019-06-19	45	ST-45 complex
992	405516		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-21	2019-06-19	104	ST-21 complex
993	405706		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	21	ST-21 complex
994	405750		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	19	ST-21 complex
995	405852		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	257	ST-257 complex
996	406226		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	20	2001-11-21	2019-06-19	450	ST-446 complex
997	406319		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	43							2	20	2001-11-21	2019-06-19	132	ST-508 complex
998	406375		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	19	ST-21 complex
999	406449		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	53	ST-21 complex
1000	406645		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	508	ST-508 complex
1001	406766		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	20	2001-11-21	2019-06-19	509	ST-45 complex
1002	408446		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13							2	20	2001-11-21	2019-06-19	257	ST-257 complex
1003	408793		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	56							2	20	2001-11-21	2019-06-19	399	ST-45 complex
1004	408931		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	510	ST-21 complex
1005	409035		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13							2	20	2001-11-21	2019-06-19	257	ST-257 complex
1006	409119		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	20	2001-11-21	2019-06-19	227	ST-206 complex
1007	409196		UK	Europe			2001							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	37							2	20	2001-11-21	2019-06-19	5	ST-353 complex
1008	409361		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13							2	20	2001-11-21	2019-06-19	257	ST-257 complex
1009	410142		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-21	2019-06-19	104	ST-21 complex
1010	410277		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	104	ST-21 complex
1011	410520		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	45	ST-45 complex
1012	410799		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13							2	20	2001-11-21	2019-06-19	367	ST-257 complex
1013	410852		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	63							2	20	2001-11-21	2019-06-19	511	
1014	411084		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-21	2019-06-19	48	ST-48 complex
1015	411343		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	12							2	20	2001-11-21	2019-06-19	45	ST-45 complex
1016	411567		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13							2	20	2001-11-21	2019-06-19	21	ST-21 complex
1017	411671		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	UT							2	20	2001-11-21	2019-06-19	262	ST-21 complex
1018	411924		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	5							2	20	2001-11-21	2019-06-19	21	ST-21 complex
1019	412000		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	5							2	20	2001-11-21	2019-06-19	104	ST-21 complex
1020	412081		UK	Europe			2000							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	50							2	20	2001-11-21	2019-06-19	48	ST-48 complex
1021	Turkey1		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1022	Turkey2		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	257	ST-257 complex
1023	Turkey4		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1024	Turkey5		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1025	Turkey6		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1026	Turkey7		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1027	Turkey8		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1028	Turkey10		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1029	Turkey11		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex
1030	Turkey12		UK	Europe										carrier	turkey	carrier	Campylobacter jejuni								3	20	2001-11-30	2019-06-19	45	ST-45 complex


